prob1,True,Unnamed: 0,thresh
0.9827873131895581,1,0,1
0.9596817031928477,1,1,1
0.9707744467896605,1,2,1
0.9629438640856254,1,3,1
0.9419486403384597,1,4,1
0.9576812725295171,0,5,1
0.9171741515774947,1,6,1
0.9194895853342121,1,7,1
0.9580980378349683,1,8,1
0.904906396252782,1,9,1
0.8849965347175589,1,10,1
0.7633972762977846,1,11,1
0.3197655330381449,0,12,0
0.857941262575983,1,13,1
0.9106728996118474,1,14,1
0.7919205562875156,1,15,1
0.935427205469979,1,16,1
0.8661135452402011,1,17,1
0.8390011941096343,1,18,1
0.9806532007365094,1,19,1
0.9522375939488181,1,20,1
0.8190356106456211,1,21,1
0.9221397592556634,1,22,1
0.9656643239123568,1,23,1
0.9790116603700283,1,24,1
0.8633569783972618,1,25,1
0.8536046201404254,1,26,1
0.9665932024616385,1,27,1
0.8412235813434141,1,28,1
0.8868767820336907,1,29,1
0.9369294728752391,1,30,1
0.8789669749238562,0,31,1
0.8701230188792859,1,32,1
0.939269509014294,1,33,1
0.9705079695043473,1,34,1
0.5751487322571358,0,35,0
0.9625783268894974,1,36,1
0.9568701726164838,1,37,1
0.9834767085141563,1,38,1
0.926516718200567,1,39,1
0.7238831174559448,0,40,0
0.9260651210122559,1,41,1
0.9406719494012525,1,42,1
0.9401864542905422,1,43,1
0.9237597826792717,1,44,1
0.8204465545500904,0,45,1
0.9701067065543046,1,46,1
0.9525194787594765,1,47,1
0.9362122915183014,1,48,1
0.8829100181317769,1,49,1
0.9698374025163623,1,50,1
0.9303181223874247,1,51,1
0.8726199867234556,1,52,1
0.957821668261168,1,53,1
0.8527898957981691,0,54,1
0.9246763369558751,1,55,1
0.8993949086957994,1,56,1
0.949925354588364,1,57,1
0.9644852796637572,1,58,1
0.9800428029070362,1,59,1
0.9337565073006853,1,60,1
0.9214065052336214,1,61,1
0.8460032027463884,1,62,1
0.9320376698081585,0,63,1
0.9372676612059382,1,64,1
0.45212889183879795,0,65,0
0.9639455826984958,1,66,1
0.914896755654598,1,67,1
0.769211368226568,1,68,1
0.9513079477024539,1,69,1
0.973835850729205,1,70,1
0.922039972008887,1,71,1
0.8756240954711461,1,72,1
0.9692108374947809,1,73,1
0.9728656199631304,1,74,1
0.9069497468412422,1,75,1
0.894425589087922,1,76,1
0.5578791966395056,1,77,0
0.9565051749826037,1,78,1
0.9135994436479659,1,79,1
0.9412779949193291,1,80,1
0.9649284294496218,1,81,1
0.9493455614435913,1,82,1
0.9504528996249884,1,83,1
0.8395413773930316,1,84,1
0.9694104205006396,1,85,1
0.8263295248884155,1,86,1
0.919786815310098,1,87,1
0.9836373677107,1,88,1
0.692144724103113,0,89,0
0.9454010916089618,1,90,1
0.9251841854434548,1,91,1
0.9770724576582206,1,92,1
0.9693218284649301,1,93,1
0.9351394756402267,1,94,1
0.8428954252586961,1,95,1
0.9360858386395227,1,96,1
0.478231959931692,1,97,0
0.9099162457948725,1,98,1
0.9482972305234155,1,99,1
0.8184895412348813,1,100,1
0.9423545680913665,1,101,1
0.9649041523151035,1,102,1
0.9667028556678258,1,103,1
0.953798086940005,1,104,1
0.8292663245976948,1,105,1
0.9641125730831873,1,106,1
0.8896463286281407,1,107,1
0.9828974600367784,1,108,1
0.9682984112172016,1,109,1
0.9648384784239639,1,110,1
0.935003931283922,1,111,1
0.9675907290714076,1,112,1
0.8146813369538489,1,113,1
0.9331244886810781,0,114,1
0.968950951335086,1,115,1
0.8764460038427387,1,116,1
0.8866562192809059,1,117,1
0.8711680286372151,1,118,1
0.8918284451186117,1,119,1
0.9601863502281046,1,120,1
0.9642458056281732,1,121,1
0.976368831104429,1,122,1
0.9651069195527042,1,123,1
0.9701447324987795,1,124,1
0.9707968589403629,1,125,1
0.9126354735699483,1,126,1
0.9396807114721833,0,127,1
